severity,same_phrase,phrase
1,B,My lungs feel heavy like they are filled with mucus
1,B,My lungs feel heavy like they are filled with mucus
1,B,My lungs feel heavy like they are filled with mucus
0,A,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
0,A,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
0,A,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
0,A,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
0,A,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
0,A,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
0,A,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
0,A,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
0,A,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
0,A,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
1,B,My muscle in my shoulder burns when I move my arm.
1,B,My muscle in my shoulder burns when I move my arm.
1,B,My muscle in my shoulder burns when I move my arm.
1,B,My muscle in my shoulder burns when I move my arm.
1,B,My muscle in my shoulder burns when I move my arm.
1,B,My muscle in my shoulder burns when I move my arm.
1,B,My muscle in my shoulder burns when I move my arm.
1,B,My muscle in my shoulder burns when I move my arm.
1,B,My muscle in my shoulder burns when I move my arm.
0,A,My muscles feel tired
0,A,My muscles feel tired
0,A,My muscles feel tired
0,A,My muscles feel tired
0,A,My muscles feel tired
0,A,My muscles feel tired
0,A,My muscles feel tired
0,A,My muscles feel tired
0,A,My muscles feel tired
0,A,My muscles feel tired
0,A,My muscles in my lower back are aching
0,A,My muscles in my lower back are aching.
0,A,My muscles in my lower back are aching.
0,A,My muscles in my lower back are aching.
0,A,My muscles in my lower back are aching.
0,A,My muscles in my lower back are aching.
0,A,My muscles in my lower back are aching.
0,A,My muscles in my lower back are aching.
0,A,My muscles in my lower back are aching.
0,A,My muscles in my lower back are aching.
0,A,My neck feels stiff
0,A,My neck feels stiff
0,A,My neck feels stiff
0,A,My neck feels stiff
0,A,My neck feels stiff
0,A,My neck feels stiff
0,A,My neck feels stiff
0,A,My neck feels stiff
0,A,My neck feels stiff
0,A,My neck feels stiff
0,A,My neck feels stiff
0,A,My neck feels stiff
1,B,My neck has been sore since the accident.
1,B,My neck has been sore since the accident.
1,B,My neck has been sore since the accident.
1,B,My neck has been sore since the accident.
1,B,My neck has been sore since the accident.
1,B,My neck has been sore since the accident.
1,B,My neck has been sore since the accident.
1,B,My neck has been sore since the accident.
1,B,My neck has been sore since the accident.
1,B,my neck hurts me and i can't look down or up
1,B,my neck hurts me and i can't look down or up
1,B,my neck hurts me and i can't look down or up
1,B,my neck hurts me and i can't look down or up
1,B,my neck hurts me and i can't look down or up
1,B,my neck hurts me and i can't look down or up
1,B,my neck hurts me and i can't look down or up
1,B,my neck hurts me and i can't look down or up
1,B,my neck hurts me and i can't look down or up
1,B,my neck hurts me and i can't look down or up
1,B,My neck hurts me and i can't stand with this pain
1,B,My neck hurts me and i can't stand with this pain
1,B,My neck hurts me and i can't stand with this pain
1,B,My neck hurts me and i can't stand with this pain
1,B,My neck hurts me and i can't stand with this pain
1,B,My neck hurts me and i can't stand with this pain
1,B,My neck hurts me and i can't stand with this pain
1,B,My neck hurts me and i can't stand with this pain
1,B,My neck hurts me and i can't stand with this pain
1,B,My neck hurts me and i can't stand with this pain
0,A,My neck is annoying me I can't sleep bacause of it
0,A,My neck is annoying me I can't sleep bacause of it
0,A,My neck is annoying me I can't sleep bacause of it
0,A,My neck is annoying me I can't sleep bacause of it
0,A,My neck is annoying me I can't sleep bacause of it
0,A,My neck is annoying me I can't sleep bacause of it
0,A,My neck is annoying me I can't sleep bacause of it
0,A,My neck is annoying me I can't sleep bacause of it
0,A,My neck is annoying me I can't sleep bacause of it
0,A,My neck is annoying me I can't sleep bacause of it
0,A,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.
0,A,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.
0,A,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.
0,A,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.
0,A,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.
0,A,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.
0,A,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.
0,A,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.
0,A,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.
0,A,My right shoulder clicks when I move my arm.
0,A,My right shoulder clicks when I move my arm.
0,A,My right shoulder clicks when I move my arm.
0,A,My right shoulder clicks when I move my arm.
0,A,My right shoulder clicks when I move my arm.
0,A,My right shoulder clicks when I move my arm.
0,A,My right shoulder clicks when I move my arm.
0,A,My right shoulder clicks when I move my arm.
0,A,My right shoulder clicks when I move my arm.
0,A,My right shoulder clicks when I move my arm.
0,A,My shoulder aches when I try to lift five pounds.
0,A,My shoulder aches when I try to lift five pounds.
0,A,My shoulder aches when I try to lift five pounds.
0,A,My shoulder aches when I try to lift five pounds.
0,A,My shoulder aches when I try to lift five pounds.
0,A,My shoulder aches when I try to lift five pounds.
0,A,My shoulder aches when I try to lift five pounds.
0,A,My shoulder aches when I try to lift five pounds.
0,A,My shoulder aches when I try to lift five pounds.
0,A,My shoulder aches when I try to lift five pounds.
1,B,My shoulder has agreat pain
1,B,My shoulder has agreat pain
1,B,My shoulder has agreat pain
1,B,My shoulder has agreat pain
1,B,My shoulder has agreat pain
1,B,My shoulder has agreat pain
1,B,My shoulder has agreat pain
1,B,My shoulder has agreat pain
1,B,My shoulder has agreat pain
1,B,My shoulder has agreat pain
1,B,My shoulder hurts me so much
1,B,My shoulder hurts me so much
1,B,My shoulder hurts me so much
1,B,My shoulder hurts me so much
1,B,My shoulder hurts me so much
1,B,My shoulder hurts me so much
1,B,My shoulder hurts me so much
1,B,My shoulder hurts me so much
1,B,My shoulder hurts me so much
1,B,My shoulder hurts me so much
1,B,My shoulder hurts me so much
1,B,My shoulder hurts when I try to reach something above my head.
1,B,My shoulder hurts when I try to reach something above my head.
1,B,My shoulder hurts when I try to reach something above my head.
1,B,My shoulder hurts when I try to reach something above my head.
1,B,My shoulder hurts when I try to reach something above my head.
1,B,My shoulder hurts when I try to reach something above my head.
1,B,My shoulder hurts when I try to reach something above my head.
1,B,My shoulder hurts when I try to reach something above my head.
1,B,My shoulder hurts when I try to reach something above my head.
1,B,My shoulder hurts when I try to reach something above my head.
1,B,My shoulder hurts when I try to reach something above my head.
1,B,My shoulder hurts when I try to reach something above my head.
1,B,my shoulder is hurting me
1,B,my shoulder is hurting me
1,B,my shoulder is hurting me
1,B,my shoulder is hurting me
1,B,my shoulder is hurting me
1,B,my shoulder is hurting me
1,B,my shoulder is hurting me
1,B,my shoulder is hurting me
1,B,My shoulder muscle hurts when I try to reach up.
1,B,My shoulder muscle hurts when I try to reach up.
1,B,My shoulder muscle hurts when I try to reach up.
1,B,My shoulder muscle hurts when I try to reach up.
1,B,My shoulder muscle hurts when I try to reach up.
1,B,My shoulder muscle hurts when I try to reach up.
1,B,My shoulder muscle hurts when I try to reach up.
1,B,My shower drain is full of hair every time.
1,B,My shower drain is full of hair every time.
1,B,My shower drain is full of hair every time.
1,B,My shower drain is full of hair every time.
1,B,My shower drain is full of hair every time.
1,B,My shower drain is full of hair every time.
1,B,My shower drain is full of hair every time.
1,B,My shower drain is full of hair every time.
1,B,My shower drain is full of hair every time.
1,B,"My skin color on my back is red, I don't know why."
1,B,"My skin color on my back is red, I don't know why."
1,B,"My skin color on my back is red, I don't know why."
1,B,"My skin color on my back is red, I don't know why."
1,B,"My skin color on my back is red, I don't know why."
1,B,"My skin color on my back is red, I don't know why."
1,B,"My skin color on my back is red, I don't know why."
1,B,"My skin color on my back is red, I don't know why."
0,A,My skin is itching.
0,A,My skin is itching.
0,A,My skin is itching.
0,A,My skin is itching.
0,A,My skin is itching.
0,A,My skin is itching.
0,A,My skin is itching.
0,A,My skin is itching.
0,A,My skin is itching.
0,A,My skin is itching.
0,A,My skin is itching.
1,B,My skin is itchy and inflamed
1,B,My skin is itchy and inflamed
1,B,My skin is itchy and inflamed
1,B,My skin is itchy and inflamed
1,B,My skin is itchy and inflamed
1,B,My skin is itchy and inflamed
1,B,My skin is itchy and inflamed
1,B,My skin is itchy and inflamed
1,B,My skin is itchy and inflamed
1,B,My skin is itchy and inflamed
1,B,My skin is itchy and inflamed
0,A,My skin is very dry and peeling.
0,A,My skin is very dry and peeling.
0,A,My skin is very dry and peeling.
0,A,My skin is very dry and peeling.
0,A,My skin is very dry and peeling.
0,A,My skin is very dry and peeling.
0,A,My skin is very dry and peeling.
0,A,My skin is very dry and peeling.
0,A,My skin is very dry and peeling.
0,A,My skin is very dry and peeling.
0,A,My skin is very dry and peeling.
0,A,My skin is very dry and peeling.
1,B,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
1,B,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
1,B,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
1,B,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
1,B,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
1,B,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
1,B,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
1,B,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
1,B,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
1,B,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
1,B,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
1,B,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
1,B,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
1,B,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
1,B,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
1,B,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
1,B,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
1,B,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
1,B,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
1,B,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
1,B,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
1,B,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
1,B,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
1,B,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
1,B,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
1,B,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
1,B,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
1,B,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
0,A,My son has a lot of acne.
0,A,My son has a lot of acne.
0,A,My son has a lot of acne.
0,A,My son has a lot of acne.
0,A,My son has a lot of acne.
0,A,My son has a lot of acne.
0,A,My son has a lot of acne.
0,A,My son has a lot of acne.
0,A,My son has a lot of acne.
0,A,My son has a lot of acne.
1,B,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.
1,B,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.
1,B,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.
1,B,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.
1,B,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.
1,B,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.
1,B,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.
1,B,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.
1,B,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.
1,B,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.
1,B,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.
1,B,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.
1,B,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.
1,B,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.
1,B,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.
1,B,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.
1,B,My sore isn't healing well and it's been like this for two weeks.
1,B,My sore isn't healing well and it's been like this for two weeks.
1,B,My sore isn't healing well and it's been like this for two weeks.
1,B,My sore isn't healing well and it's been like this for two weeks.
1,B,My sore isn't healing well and it's been like this for two weeks.
1,B,My sore isn't healing well and it's been like this for two weeks.
1,B,My sore isn't healing well and it's been like this for two weeks.
1,B,My sore isn't healing well and it's been like this for two weeks.
1,B,My sore isn't healing well and it's been like this for two weeks.
1,B,My sore isn't healing well and it's been like this for two weeks.
1,B,My sore isn't healing well and it's been like this for two weeks.
1,B,My sore isn't healing well and it's been like this for two weeks.
1,B,My sore looks like its not healing well.
1,B,My sore looks like its not healing well.
1,B,My sore looks like its not healing well.
1,B,My sore looks like its not healing well.
1,B,My sore looks like its not healing well.
1,B,My sore looks like its not healing well.
1,B,My sore looks like its not healing well.
1,B,My sore looks like its not healing well.
1,B,My sore looks like its not healing well.
0,A,"My stomach aches after I drink any soda drink, why?"
0,A,"My stomach aches after I drink any soda drink, why?"
0,A,"My stomach aches after I drink any soda drink, why?"
0,A,"My stomach aches after I drink any soda drink, why?"
0,A,"My stomach aches after I drink any soda drink, why?"
0,A,"My stomach aches after I drink any soda drink, why?"
0,A,"My stomach aches after I drink any soda drink, why?"
0,A,"My stomach aches after I drink any soda drink, why?"
0,A,"My stomach aches after I drink any soda drink, why?"
0,A,"My stomach aches when I eat hot food, why?"
0,A,"My stomach aches when I eat hot food, why?"
0,A,"My stomach aches when I eat hot food, why?"
0,A,"My stomach aches when I eat hot food, why?"
0,A,"My stomach aches when I eat hot food, why?"
0,A,"My stomach aches when I eat hot food, why?"
0,A,"My stomach aches when I eat hot food, why?"
0,A,"My stomach aches when I eat hot food, why?"
0,A,"My stomach aches when I eat hot food, why?"
0,A,"My stomach aches when I eat hot food, why?"
0,A,My stomach feels full and upset  and bloating after big meals.
0,A,My stomach feels full and upset  and bloating after big meals.
0,A,My stomach feels full and upset  and bloating after big meals.
0,A,My stomach feels full and upset  and bloating after big meals.
0,A,My stomach feels full and upset  and bloating after big meals.
0,A,My stomach feels full and upset  and bloating after big meals.
0,A,My stomach feels full and upset  and bloating after big meals.
0,A,My stomach feels full and upset  and bloating after big meals.
0,A,My stomach feels full and upset  and bloating after big meals.
0,A,My stomach feels full and upset  and bloating after big meals.
0,A,My stomach feels full and upset  and bloating after big meals.
0,A,My stomach feels full and upset  and bloating after big meals.
0,A,My stomach feels starts hurting but then it feels better after I eat something mild.
0,A,My stomach feels starts hurting but then it feels better after I eat something mild.
0,A,My stomach feels starts hurting but then it feels better after I eat something mild.
0,A,My stomach feels starts hurting but then it feels better after I eat something mild.
0,A,My stomach feels starts hurting but then it feels better after I eat something mild.
0,A,My stomach feels starts hurting but then it feels better after I eat something mild.
0,A,My stomach feels starts hurting but then it feels better after I eat something mild.
0,A,My stomach feels starts hurting but then it feels better after I eat something mild.
1,B,My stomach has been sore since yesterday.
1,B,My stomach has been sore since yesterday.
1,B,My stomach has been sore since yesterday.
1,B,My stomach has been sore since yesterday.
1,B,My stomach has been sore since yesterday.
1,B,My stomach has been sore since yesterday.
1,B,My stomach has been sore since yesterday.
0,A,My television and computer seem out of focus even though I have new glasses.
0,A,My television and computer seem out of focus even though I have new glasses.
0,A,My television and computer seem out of focus even though I have new glasses.
0,A,My television and computer seem out of focus even though I have new glasses.
0,A,My television and computer seem out of focus even though I have new glasses.
0,A,My television and computer seem out of focus even though I have new glasses.
0,A,My television and computer seem out of focus even though I have new glasses.
0,A,My television and computer seem out of focus even though I have new glasses.
0,A,My television and computer seem out of focus even though I have new glasses.
0,A,my temperature dropped and my body get synosed
0,A,my temperature dropped and my body get synosed
0,A,my temperature dropped and my body get synosed
0,A,my temperature dropped and my body get synosed
0,A,my temperature dropped and my body get synosed
0,A,my temperature dropped and my body get synosed
0,A,my temperature dropped and my body get synosed
0,A,my temperature dropped and my body get synosed
0,A,my temperature dropped and my body get synosed
1,B,My throught is so sore.
1,B,My throught is so sore.
1,B,My throught is so sore.
1,B,My throught is so sore.
1,B,My throught is so sore.
1,B,My throught is so sore.
1,B,My throught is so sore.
1,B,My throught is so sore.
1,B,My throught is so sore.
1,B,My upper back has been sore for a week.
1,B,My upper back has been sore for a week.
1,B,My upper back has been sore for a week.
1,B,My upper back has been sore for a week.
1,B,My upper back has been sore for a week.
1,B,My upper back has been sore for a week.
1,B,My upper back has been sore for a week.
1,B,My upper back has been sore for a week.
1,B,My upper back has been sore for a week.
1,B,My wound opened up again
1,B,My wound opened up again
1,B,My wound opened up again
1,B,My wound opened up again
1,B,My wound opened up again
1,B,My wound opened up again
1,B,My wound opened up again
1,B,My wound opened up again
1,B,My wound opened up again
1,B,My wound opened up again
1,B,My wound was infected when i was planting some flowers in my garden
1,B,My wound was infected when i was planting some flowers in my garden
1,B,My wound was infected when i was planting some flowers in my garden
1,B,My wound was infected when i was planting some flowers in my garden
1,B,My wound was infected when i was planting some flowers in my garden
1,B,My wound was infected when i was planting some flowers in my garden
0,A,Need to scratch my skin every minute
0,A,Need to scratch my skin every minute
0,A,Need to scratch my skin every minute
0,A,Need to scratch my skin every minute
0,A,Need to scratch my skin every minute
0,A,Need to scratch my skin every minute
0,A,Need to scratch my skin every minute
0,A,Need to scratch my skin every minute
1,B,Oh my heart hurts me I tried to be calm and I can't
1,B,Oh my heart hurts me I tried to be calm and I can't
1,B,Oh my heart hurts me I tried to be calm and I can't
1,B,Oh my heart hurts me I tried to be calm and I can't
1,B,Oh my heart hurts me I tried to be calm and I can't
1,B,Oh my heart hurts me I tried to be calm and I can't
1,B,Oh my heart hurts me I tried to be calm and I can't
1,B,Oh my heart hurts me I tried to be calm and I can't
1,B,Oh my heart hurts me I tried to be calm and I can't
1,B,Oh my heart hurts me I tried to be calm and I can't
0,A,Pain in the large neck
0,A,Pain in the large neck
0,A,Pain in the large neck
0,A,Pain in the large neck
0,A,Pain in the large neck
0,A,Pain in the large neck
0,A,Pain in the large neck
0,A,Pain in the large neck
0,A,red flushes accompanied with itchy
0,A,red flushes accompanied with itchy
0,A,red flushes accompanied with itchy
0,A,red flushes accompanied with itchy
0,A,red flushes accompanied with itchy
0,A,red flushes accompanied with itchy
0,A,red flushes accompanied with itchy
1,B,"redness, swelling, and difficulty walking"
1,B,"redness, swelling, and difficulty walking"
1,B,"redness, swelling, and difficulty walking"
1,B,"redness, swelling, and difficulty walking"
1,B,"redness, swelling, and difficulty walking"
1,B,"redness, swelling, and difficulty walking"
1,B,"redness, swelling, and difficulty walking"
1,B,"redness, swelling, and difficulty walking"
1,B,"redness, swelling, and difficulty walking"
1,B,"redness, swelling, and difficulty walking"
1,B,Severe pain in the ear
1,B,Severe pain in the ear
1,B,Severe pain in the ear
1,B,Severe pain in the ear
1,B,Severe pain in the ear
1,B,Severe pain in the ear
1,B,Severe pain in the ear
1,B,Severe pain in the ear
1,B,Severe pain in the ear
1,B,Severe pain in the ear
1,B,severe pain in the upper left side of chest and may have pain to back
1,B,severe pain in the upper left side of chest and may have pain to back
1,B,severe pain in the upper left side of chest and may have pain to back
1,B,severe pain in the upper left side of chest and may have pain to back
1,B,severe pain in the upper left side of chest and may have pain to back
1,B,severe pain in the upper left side of chest and may have pain to back
1,B,severe pain in the upper left side of chest and may have pain to back
1,B,severe pain in the upper left side of chest and may have pain to back
1,B,Sharp pain and heavy breathing
1,B,Sharp pain and heavy breathing
1,B,Sharp pain and heavy breathing
1,B,Sharp pain and heavy breathing
1,B,Sharp pain and heavy breathing
1,B,Sharp pain and heavy breathing
1,B,Sharp pain and heavy breathing
1,B,Sharp pain and heavy breathing
1,B,Sharp pain and heavy breathing
1,B,Sharp pain and heavy breathing
1,B,Sharp pain and heavy breathing
1,B,Sharp pain and heavy breathing
1,B,Since I went into the forest  I have pain on my ear
1,B,Since I went into the forest  I have pain on my ear
1,B,Since I went into the forest  I have pain on my ear
1,B,Since I went into the forest  I have pain on my ear
1,B,Since I went into the forest  I have pain on my ear
1,B,Since I went into the forest  I have pain on my ear
1,B,Since I went into the forest  I have pain on my ear
1,B,Since I went into the forest  I have pain on my ear
1,B,Since I went into the forest  I have pain on my ear
1,B,Since I went into the forest  I have pain on my ear
1,B,Since I went into the forest  I have pain on my ear
1,B,Something dark is there on my arm
1,B,Something dark is there on my arm
1,B,Something dark is there on my arm
1,B,Something dark is there on my arm
1,B,Something dark is there on my arm
1,B,Something dark is there on my arm
1,B,Something dark is there on my arm
1,B,Something dark is there on my arm
1,B,Something dark is there on my arm
1,B,Something dark is there on my arm
1,B,Something dark is there on my arm
1,B,Something dark is there on my arm
0,A,Sometimes I cough because I'm a smoker
0,A,Sometimes I cough because I'm a smoker
0,A,Sometimes I cough because I'm a smoker
0,A,Sometimes I cough because I'm a smoker
0,A,Sometimes I cough because I'm a smoker
0,A,Sometimes I cough because I'm a smoker
0,A,Sometimes I cough because I'm a smoker
0,A,Sometimes I cough because I'm a smoker
0,A,Sometimes I cough because I'm a smoker
1,B,Sometimes I feel like a claw on my chest that leaves me breathless.
1,B,Sometimes I feel like a claw on my chest that leaves me breathless.
1,B,Sometimes I feel like a claw on my chest that leaves me breathless.
1,B,Sometimes I feel like a claw on my chest that leaves me breathless.
1,B,Sometimes I feel like a claw on my chest that leaves me breathless.
1,B,Sometimes I feel like a claw on my chest that leaves me breathless.
1,B,Sometimes I feel like a claw on my chest that leaves me breathless.
1,B,Sometimes I feel like a claw on my chest that leaves me breathless.
1,B,Sometimes I feel like a claw on my chest that leaves me breathless.
0,A,Sometimes my body feels week without reason
0,A,Sometimes my body feels week without reason
0,A,Sometimes my body feels week without reason
0,A,Sometimes my body feels week without reason
0,A,Sometimes my body feels week without reason
0,A,Sometimes my body feels week without reason
0,A,Sometimes my body feels week without reason
0,A,Sometimes my body feels week without reason
0,A,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
0,A,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
0,A,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
0,A,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
0,A,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
0,A,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
0,A,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
0,A,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
0,A,standing less than five minutes and my back start to ache
0,A,standing less than five minutes and my back start to ache
0,A,standing less than five minutes and my back start to ache
0,A,standing less than five minutes and my back start to ache
0,A,standing less than five minutes and my back start to ache
0,A,standing less than five minutes and my back start to ache
0,A,standing less than five minutes and my back start to ache
0,A,standing less than five minutes and my back start to ache
0,A,standing less than five minutes and my back start to ache
0,A,standing less than five minutes and my back start to ache
0,A,standing less than five minutes and my back start to ache
0,A,Sterilizer for the eye
0,A,Sterilizer for the eye
0,A,Sterilizer for the eye
0,A,Sterilizer for the eye
0,A,Sterilizer for the eye
0,A,Sterilizer for the eye
0,A,Sterilizer for the eye
1,B,stiffness inability to look right or left except by moving the whole body
1,B,stiffness inability to look right or left except by moving the whole body
1,B,stiffness inability to look right or left except by moving the whole body
1,B,stiffness inability to look right or left except by moving the whole body
1,B,stiffness inability to look right or left except by moving the whole body
1,B,stiffness inability to look right or left except by moving the whole body
1,B,stiffness inability to look right or left except by moving the whole body
1,B,stiffness inability to look right or left except by moving the whole body
1,B,stiffness inability to look right or left except by moving the whole body
0,A,Stomach pain after drinking milk
0,A,Stomach pain after drinking milk
0,A,Stomach pain after drinking milk
0,A,Stomach pain after drinking milk
0,A,Stomach pain after drinking milk
0,A,Stomach pain after drinking milk
0,A,Stomach pain after drinking milk
0,A,Stomach pain after drinking milk
0,A,Stomach pain after drinking milk
1,B,Surgical wound infections
1,B,Surgical wound infections
1,B,Surgical wound infections
1,B,Surgical wound infections
1,B,Surgical wound infections
1,B,Surgical wound infections
1,B,Surgical wound infections
1,B,Surgical wound infections
1,B,Surgical wound infections
1,B,Surgical wound infections
1,B,"surgical wounds red, firing pus, painful and hot to the touch"
1,B,"surgical wounds red, firing pus, painful and hot to the touch"
1,B,"surgical wounds red, firing pus, painful and hot to the touch"
1,B,"surgical wounds red, firing pus, painful and hot to the touch"
1,B,"surgical wounds red, firing pus, painful and hot to the touch"
1,B,"surgical wounds red, firing pus, painful and hot to the touch"
1,B,"surgical wounds red, firing pus, painful and hot to the touch"
1,B,"surgical wounds red, firing pus, painful and hot to the touch"
1,B,"surgical wounds red, firing pus, painful and hot to the touch"
1,B,"surgical wounds red, firing pus, painful and hot to the touch"
0,A,The acne was causing me to feel embarrassed.
0,A,The acne was causing me to feel embarrassed.
0,A,The acne was causing me to feel embarrassed.
0,A,The acne was causing me to feel embarrassed.
0,A,The acne was causing me to feel embarrassed.
0,A,The acne was causing me to feel embarrassed.
0,A,The acne was causing me to feel embarrassed.
0,A,The acne was causing me to feel embarrassed.
0,A,The acne was causing me to feel embarrassed.
0,A,The arches of my feet hurt when I wear heels
0,A,The arches of my feet hurt when I wear heels
0,A,The arches of my feet hurt when I wear heels
0,A,The arches of my feet hurt when I wear heels
0,A,The arches of my feet hurt when I wear heels
0,A,The arches of my feet hurt when I wear heels
0,A,The arches of my feet hurt when I wear heels
0,A,The arches of my feet hurt when I wear heels
1,B,The area around my heart doesn't feel good.
1,B,The area around my heart doesn't feel good.
1,B,The area around my heart doesn't feel good.
1,B,The area around my heart doesn't feel good.
1,B,The area around my heart doesn't feel good.
1,B,The area around my heart doesn't feel good.
1,B,The area around my heart doesn't feel good.
1,B,The area around my heart doesn't feel good.
1,B,The area around my heart doesn't feel good.
1,B,The area around my heart doesn't feel good.
1,B,The area around my heart doesn't feel good.
1,B,The crushing sensation on my heart leaves me breathless.
1,B,The crushing sensation on my heart leaves me breathless.
1,B,The crushing sensation on my heart leaves me breathless.
1,B,The crushing sensation on my heart leaves me breathless.
1,B,The crushing sensation on my heart leaves me breathless.
1,B,The crushing sensation on my heart leaves me breathless.
1,B,The crushing sensation on my heart leaves me breathless.
1,B,The crushing sensation on my heart leaves me breathless.
1,B,The crushing sensation on my heart leaves me breathless.
0,A,The feeling of coughing increases in winter's reach
0,A,The feeling of coughing increases in winter's reach
0,A,The feeling of coughing increases in winter's reach
0,A,The feeling of coughing increases in winter's reach
0,A,The feeling of coughing increases in winter's reach
0,A,The feeling of coughing increases in winter's reach
0,A,The feeling of coughing increases in winter's reach
0,A,The joints in my fingers are painful in the morning.
0,A,The joints in my fingers are painful in the morning.
0,A,The joints in my fingers are painful in the morning.
0,A,The joints in my fingers are painful in the morning.
0,A,The joints in my fingers are painful in the morning.
